No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
32,AN,AutoNation Inc.,Services,Auto Dealerships,USA,4846.48,18.28,14.17,0.89,0.33,3.13,78.04,22.44,,0.00%,2.17,30.05%,12.90%,6.10%,20.65%,-5.36%,30.69%,17.03%,122.17,102.12,39.96%,-4.26%,82.91%,1.85%,7.63%,12.7,4.73%,16.09%,7.85%,1.06,0.3,1.31,1.75,12.78%,4.06%,1.99%,0.23%,0.33%,11.56%,15.52%,9.22%,7.59%,1.18,0.85,1.37%,1.96%,0.84%,3.36%,10.53%,-9.26%,17.23%,-9.26%,30.24%,56.69,-0.03%,-0.18%,3.2,613.61,0.47,39.67,-0.20%,290197,7/19/12 8:30
33,ANF,Abercrombie & Fitch Co.,Services,Apparel Stores,USA,3034.54,30.89,11.67,1.69,0.72,1.79,9.13,,1.90%,,1.19,-15.29%,23.53%,-20.94%,18.31%,4.62%,-88.10%,10.10%,82.55,81.38,0.17%,39.87%,96.09%,0.37%,9.76%,2.27,,,,1.78,0.88,0.04,0.08,,,,13.70%,2.22%,3.99%,-22.32%,-34.00%,-24.08%,1.66,1.51,3.02%,3.96%,10.19%,10.96%,-15.16%,-0.65%,28.35%,-51.97%,28.35%,64.9,0.85%,0.55%,2.5,3497.61,0.74,36.76,1.41%,2574551,8/15/12 8:30
34,ANR,"Alpha Natural Resources, Inc.",Basic Materials,Industrial Metals & Minerals,USA,1520.42,,,,0.19,0.3,4.3,,,,-13.36,-570.99%,-6.70%,35.97%,19.50%,37.05%,-3045.20%,15.65%,220.35,219.3,0.72%,34.85%,77.90%,-2.70%,12.89%,1.75,-18.71%,-43.57%,-21.27%,1.34,1,0.58,0.59,11.94%,-40.34%,-35.98%,0.88%,-0.29%,-38.45%,-64.60%,-75.67%,-66.23%,1.72,0.58,6.43%,9.83%,2.69%,-8.13%,-55.79%,-29.16%,20.00%,-80.37%,20.00%,49.16,5.18%,0.92%,2.1,16106.52,1.82,6.9,6.15%,29335656,8/8/12 8:30
35,AON,Aon Corporation,Financial,Insurance Brokers,USA,16968.44,18.47,11.1,2.24,1.49,2.08,23.18,42.96,1.20%,21.04%,2.85,16.31%,13.67%,14.55%,8.25%,10.76%,-1.47%,0.36%,322.41,308.48,0.36%,27.45%,88.87%,0.06%,0.99%,1.74,3.24%,11.60%,6.20%,1.12,,0.5,0.55,,13.81%,8.72%,0.75%,13.13%,13.97%,10.94%,22.34%,13.52%,0.62,0.76,1.04%,1.68%,4.46%,9.26%,10.94%,-1.35%,16.95%,-1.35%,34.30%,71.13,-0.87%,0.02%,2.3,1752.75,0.82,52.63,-0.85%,1441568,7/27/12 8:30
36,APA,Apache Corp.,Basic Materials,Independent Oil & Gas,USA,34579.94,10.59,8.01,1.83,2.02,1.13,95.79,18.42,0.77%,7.56%,8.35,35.69%,8.66%,8.44%,5.77%,15.24%,-72.75%,-8.44%,391.22,389.66,0.22%,4.87%,83.65%,-1.85%,0.98%,1.22,6.45%,11.91%,7.10%,0.91,0.76,0.32,0.33,82.38%,37.39%,19.52%,0.39%,5.33%,7.18%,-19.43%,-7.43%,-1.89%,1.35,1.76,1.42%,1.87%,1.82%,3.36%,-5.24%,-1.81%,10.57%,-20.84%,21.87%,57.32,-1.02%,0.27%,1.8,3115.79,0.76,88.39,-0.75%,2359494,8/2/12 8:00
37,APC,Anadarko Petroleum Corporation,Basic Materials,Independent Oil & Gas,USA,34752.75,,16.03,,2.54,1.72,12.44,,0.52%,,-2.71,-449.69%,25.80%,-7.39%,4.93%,6.43%,-116.48%,-12.35%,499.68,497.9,0.13%,-15.35%,87.03%,-0.89%,1.21%,1.16,-2.37%,-6.47%,-2.67%,1.43,1.41,0.65,0.73,85.56%,-9.81%,-9.15%,0.74%,-1.05%,8.64%,-20.15%,6.82%,-8.66%,1.51,1.83,1.80%,2.50%,0.01%,3.19%,-6.55%,-6.18%,17.40%,-21.39%,23.44%,53.2,-0.59%,0.52%,1.7,5223.57,0.47,69.55,-0.07%,2433551,7/30/12 16:30
38,APD,Air Products & Chemicals Inc.,Basic Materials,Chemicals - Major Diversified,USA,17876.79,15.27,13.64,1.66,1.86,2.75,49.49,,3.03%,43.40%,5.53,17.82%,14.00%,11.60%,9.21%,5.04%,21.73%,-5.34%,211.71,211.34,0.03%,-28.69%,85.51%,-0.84%,0.90%,1.67,8.34%,18.62%,9.87%,1.42,1.02,0.58,0.65,26.81%,16.12%,12.72%,1.13%,6.11%,6.56%,-5.61%,16.28%,0.66%,1.17,1.18,1.04%,1.43%,2.56%,5.11%,0.64%,-0.86%,11.49%,-8.24%,19.48%,66.15,-0.38%,0.22%,2.1,1139.26,0.67,84.44,-0.15%,763843,7/24/12 8:30
39,APH,Amphenol Corporation,Technology,Diversified Electronics,USA,9971.72,19.98,16.39,1.88,2.48,4.43,12.78,19.86,0.68%,7.53%,3.1,8.36%,10.85%,16.95%,10.63%,9.78%,1.05%,4.26%,160.99,160.64,0.22%,9.25%,,0.12%,1.85%,3.39,11.45%,22.70%,13.67%,3.03,2.18,0.65,0.69,31.35%,18.44%,12.93%,0.10%,6.61%,17.13%,10.69%,46.92%,36.97%,1.39,1.27,1.57%,1.69%,2.52%,8.73%,15.96%,-1.40%,21.71%,-1.40%,59.56%,64.7,-0.47%,0.11%,2.1,875.82,0.8,61.94,-0.35%,703152,7/18/12 8:30
40,APOL,Apollo Group Inc.,Services,Education & Training Services,USA,3257.41,6.92,9.27,0.78,0.74,3.84,5.41,7.47,,0.00%,4.15,8.16%,-12.92%,11.30%,8.83%,13.82%,-25.27%,-8.50%,113.38,98.06,3.68%,5.30%,97.80%,-1.25%,17.27%,7.69,19.43%,46.83%,34.16%,1.22,,0.1,0.14,59.22%,18.79%,11.97%,2.42%,-0.66%,-10.33%,-44.89%,-36.04%,-46.67%,0.37,0.83,2.14%,3.03%,3.21%,-7.93%,-30.09%,-25.07%,11.49%,-50.71%,11.49%,47.79,0.03%,0.24%,2.2,2203.38,0.5,28.73,0.28%,1108508,6/25/12 16:30
41,ARG,Airgas Inc.,Services,Industrial Equipment Wholesale,USA,6399.93,19.62,14.72,1.53,1.32,3.49,116.57,80.31,1.92%,31.56%,4.24,36.29%,20.47%,15.83%,12.80%,8.17%,23.07%,7.98%,76.95,66.4,9.27%,1.71%,79.59%,-1.95%,0.88%,1.05,6.30%,19.65%,7.29%,1.48,1,0.95,1.15,54.26%,11.79%,6.80%,0.52%,1.65%,-3.70%,3.41%,41.90%,7.44%,1.08,1.35,1.18%,1.80%,2.09%,0.97%,1.76%,-4.33%,9.42%,-10.20%,43.07%,55.01,-1.04%,0.07%,1.8,559.34,0.59,83.17,-0.96%,329068,7/25/12 8:30
42,ATI,Allegheny Technologies Inc.,Industrial Goods,Metal Fabrication,USA,3574.12,18.03,10.45,1.15,0.67,1.39,17,576.47,2.16%,36.88%,1.85,174.85%,61.93%,-18.89%,15.70%,0.98%,-14.37%,0.43%,107.17,105.78,0.70%,15.38%,76.33%,0.09%,3.46%,2.03,3.55%,7.85%,4.26%,3.07,1.23,0.57,0.58,14.88%,7.35%,4.05%,4.64%,12.55%,-3.14%,-23.09%,-20.00%,-29.57%,1.79,1.1,2.91%,3.63%,8.14%,9.03%,-16.71%,0.24%,20.79%,-36.47%,20.79%,65.35,1.34%,0.98%,1.5,1803.03,0.96,33.35,2.33%,1723919,7/25/12 8:30
43,AVB,Avalonbay Communities Inc.,Financial,REIT - Residential,USA,13717.61,64.63,38.26,5,13.53,2.99,38.29,,2.74%,166.13%,2.19,47.39%,2.21%,-0.33%,12.92%,7.41%,57.48%,9.86%,96.91,96.3,0.75%,-18.96%,,-3.25%,6.42%,10.09,2.64%,5.32%,2.80%,,,0.73,0.73,63.32%,20.47%,21.30%,2.16%,-3.69%,0.99%,10.54%,15.04%,9.92%,1.26,1.95,0.92%,1.43%,-0.83%,-0.71%,4.80%,-6.40%,4.85%,-6.40%,34.39%,49.03,-0.11%,0.13%,2.6,612.66,0.68,141.55,0.02%,417067,7/25/12 16:30
44,AVP,Avon Products Inc.,Consumer Goods,Personal Products,USA,6934.72,28.16,15.89,938.6,0.63,4.88,5.35,,5.73%,159.76%,0.57,-11.84%,21.69%,2.41%,0.03%,5.20%,-70.43%,-9.27%,432.07,431.37,0.01%,86.18%,84.54%,-0.68%,3.04%,1.94,3.23%,14.41%,5.12%,1.45,1.01,1.81,2.48,61.51%,4.46%,2.33%,0.19%,7.21%,-3.08%,-14.08%,-18.32%,-4.63%,1.44,0.47,1.78%,2.73%,3.11%,3.21%,-7.76%,-4.14%,12.63%,-30.18%,12.63%,55.14,-0.86%,-0.12%,2.8,6772.17,0.68,16.05,-0.99%,4611356,8/1/12 8:30
45,AVY,Avery Dennison Corporation,Industrial Goods,Diversified Machinery,USA,3235.56,28.47,13.46,3.08,0.54,2.08,20.05,9.87,3.39%,92.79%,1.12,-36.15%,21.54%,-16.54%,9.25%,1.57%,-0.98%,-0.81%,101.46,101.15,0.15%,-11.54%,88.82%,-8.15%,4.12%,4.58,2.25%,6.96%,3.70%,1.13,0.89,0.45,0.88,25.34%,3.03%,1.97%,1.37%,12.92%,11.04%,7.01%,30.80%,13.29%,1.4,0.63,1.45%,2.14%,2.26%,9.67%,11.22%,-1.05%,21.81%,-1.77%,39.44%,65.94,-0.56%,0.34%,2.7,909.54,0.69,31.89,-0.22%,624836,7/24/12 8:30
46,AXP,American Express Company,Financial,Credit Services,USA,64164.59,13.29,11.97,1.26,1.93,3.35,21.02,5.71,1.41%,17.74%,4.26,21.97%,7.74%,6.91%,10.55%,3.11%,7.56%,3.90%,1133.65,1128.3,0.20%,-9.93%,83.75%,-2.57%,0.94%,2.03,3.39%,26.50%,3.78%,,,2.9,3.09,,21.44%,15.14%,0.93%,1.56%,0.78%,7.95%,28.78%,21.28%,1.81,1.07,1.36%,1.66%,-0.75%,-0.78%,5.39%,-5.24%,4.27%,-7.53%,39.06%,47.79,-0.70%,0.18%,2.4,5244.02,1.01,56.6,-0.53%,5301583,7/18/12 16:30
47,AZO,AutoZone Inc.,Services,Auto Parts Stores,USA,13631.26,16.34,13.43,0.98,1.61,,132.21,16.15,,0.00%,22.29,30.02%,16.05%,21.01%,16.73%,6.30%,18.62%,6.75%,37.43,36.49,0.97%,-62.56%,88.01%,2.52%,4.00%,2.95,15.09%,,36.29%,0.83,0.09,,,51.31%,18.78%,10.71%,2.01%,-3.56%,0.84%,1.46%,23.16%,12.07%,0.35,6.83,1.33%,2.06%,-0.49%,-2.17%,0.57%,-6.53%,3.06%,-8.75%,25.32%,45.22,-0.79%,0.69%,2.1,495.76,0.6,364.18,-0.10%,299408,9/18/12 10:00
48,BA,Boeing Co.,Industrial Goods,Aerospace/Defense Products & Services,USA,55084.38,12.7,13.06,1.2,0.72,9.49,5.34,26.08,2.40%,29.73%,5.77,19.73%,19.11%,13.44%,10.59%,2.24%,1.39%,20.93%,751.8,749.53,0.18%,8.85%,72.28%,0.38%,1.28%,2.38,5.69%,82.98%,11.86%,1.22,0.39,1.5,1.93,17.27%,8.38%,5.70%,-0.14%,1.09%,3.12%,-2.53%,28.57%,1.68%,1.24,1.14,1.12%,1.45%,-0.22%,0.75%,1.86%,-2.96%,5.60%,-4.74%,31.91%,50.44,-1.11%,0.35%,1.8,4041.01,0.77,73.27,-0.76%,3091770,7/25/12 7:30
49,BAC,Bank of America Corporation,Financial,Money Center Banks,USA,88263.22,8.9,8.9,1.24,1.45,0.37,0.71,6.24,0.49%,4.44%,0.92,102.23%,64.29%,-71.80%,7.20%,-3.36%,120.79%,-17.93%,10776.95,10759.51,0.02%,59.02%,53.87%,0.78%,2.09%,1.47,0.51%,4.67%,,,,1.28,2.66,,14.07%,11.62%,5.27%,15.51%,17.50%,3.28%,28.37%,47.57%,2.32,0.2,2.26%,2.29%,8.53%,7.29%,10.69%,-0.36%,18.70%,-18.83%,66.80%,68.89,-0.73%,1.23%,2.8,152681.33,1.22,8.19,0.49%,186618768,7/18/12 7:00
50,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,USA,32171.65,14.44,12.05,1.67,2.29,4.92,13.67,23.15,3.06%,31.98%,4.07,62.36%,8.00%,12.74%,8.64%,6.01%,11.76%,1.02%,547.23,546.4,0.10%,53.19%,83.04%,-1.91%,1.32%,2.39,12.71%,33.78%,17.04%,1.65,1.09,0.68,0.81,50.96%,20.12%,16.38%,-0.52%,6.00%,13.91%,5.11%,16.25%,20.32%,0.5,0.81,1.02%,1.37%,0.47%,6.68%,8.94%,-1.95%,20.03%,-2.24%,25.64%,61.46,0.00%,-0.03%,2.2,3012.1,0.45,58.79,-0.03%,1352198,7/19/12 8:30
51,BBBY,Bed Bath & Beyond Inc.,Services,Home Furnishing Stores,USA,15321.9,15.57,12.77,1.22,1.59,3.96,9.08,15.99,,0.00%,4.24,32.32%,9.77%,14.24%,12.77%,7.50%,22.97%,5.13%,232.15,226.37,1.54%,1.13%,90.10%,-2.69%,1.99%,1.68,17.45%,26.01%,23.41%,2.78,1.32,0,0,41.22%,16.58%,10.57%,4.65%,6.45%,-6.57%,10.68%,27.76%,13.85%,1.03,1.46,2.27%,2.34%,4.98%,3.72%,3.08%,-12.97%,12.30%,-12.97%,29.62%,63.25,-0.72%,0.53%,2,2684.67,0.49,66,-0.20%,1310441,9/17/12
52,BBT,BB&T Corporation,Financial,Regional - Mid-Atlantic Banks,USA,22118.94,13.19,10.41,1.19,3.16,1.17,15.65,8.22,2.53%,30.04%,2.4,57.04%,10.14%,-8.24%,11.09%,-0.02%,65.31%,2.25%,698.64,696.16,0.37%,8.84%,54.60%,-1.14%,1.66%,2.66,1.04%,9.63%,,,,1.2,1.37,,24.81%,19.03%,0.35%,0.54%,5.85%,8.80%,69.49%,28.18%,1.03,0.46,1.20%,1.26%,-0.05%,2.40%,10.94%,-3.27%,13.05%,-3.27%,71.76%,52.9,-0.66%,0.06%,2.6,4345.08,0.66,31.66,-0.60%,2866972,7/19/12 8:30
53,BBY,Best Buy Co. Inc.,Services,Electronics Stores,USA,6087.61,,4.85,,0.12,1.67,4.39,3.63,3.80%,,-3.08,-183.87%,2.22%,6.85%,5.68%,7.13%,36.17%,6.12%,339.9,269.95,1.06%,40.58%,80.20%,0.71%,15.08%,4,1.92%,-20.66%,4.28%,1.15,0.47,0.46,0.55,24.78%,2.07%,0.65%,-7.44%,-4.12%,-2.18%,-27.46%,-23.00%,-22.16%,1.32,1.01,5.84%,4.80%,-4.44%,-7.81%,-20.39%,-24.01%,5.54%,-35.80%,5.54%,42.24,9.34%,-9.80%,3,10170.11,4.12,17.91,-1.38%,41914076,8/21/12 8:30
54,BCR,CR Bard Inc.,Healthcare,Medical Instruments & Supplies,USA,8249.71,16.68,13.76,1.88,2.8,4.29,11.55,16.98,0.81%,12.67%,5.9,-30.75%,8.01%,4.62%,8.85%,7.91%,378.24%,2.43%,83.83,83.34,0.64%,-58.94%,87.53%,-1.15%,1.94%,2.83,13.92%,26.71%,16.58%,2.37,1.92,0.47,0.63,61.89%,23.81%,17.55%,0.38%,-5.35%,-0.09%,5.04%,14.06%,15.79%,0.33,1.5,0.89%,1.47%,-0.12%,-3.66%,3.76%,-8.97%,5.04%,-8.97%,22.53%,42.29,0.24%,0.16%,3,572.4,0.79,98.41,0.41%,454202,7/25/12 16:30
55,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,15197.73,14.48,13,1.76,1.97,3.59,6.94,19.73,2.36%,32.46%,5.26,8.34%,8.92%,10.81%,8.22%,5.74%,5.53%,1.47%,199.55,198.78,0.12%,-35.19%,80.03%,-1.92%,4.31%,8.05,10.35%,23.50%,12.38%,2.8,2.14,0.89,0.99,51.35%,20.47%,14.49%,0.13%,2.88%,1.85%,-0.27%,0.83%,2.54%,0.61,0.95,1.00%,1.32%,1.02%,1.94%,1.43%,-1.09%,5.78%,-5.71%,10.77%,56.96,-0.59%,0.04%,2.8,1064.88,1.33,76.16,-0.55%,1421326,8/2/12 8:30
56,BEAM,"Beam, Inc.",Consumer Goods,Beverages - Wineries & Distillers,USA,9155.37,50.27,21.9,4.33,3.9,2.12,83.76,40.19,1.42%,65.78%,1.15,-57.89%,10.92%,-30.75%,11.60%,-22.97%,58.90%,4.40%,158.37,157.77,0.04%,18.74%,77.93%,-0.65%,0.72%,1.45,1.79%,3.56%,2.08%,2.7,0.87,0.51,0.58,58.06%,11.57%,8.05%,-3.38%,-4.22%,1.92%,5.28%,13.55%,14.05%,1.51,1.21,1.91%,1.97%,-4.80%,-5.65%,3.48%,-9.37%,-0.45%,-9.37%,38.65%,34.07,-1.28%,0.26%,2.7,780.93,1.13,57.81,-1.03%,884370,8/2/12 8:30
57,BEN,Franklin Resources Inc.,Financial,Asset Management,USA,25057.04,13.85,12.42,1.52,3.52,2.86,3.91,34.35,0.92%,35.77%,8.51,36.32%,7.60%,12.16%,9.12%,7.17%,-6.41%,-3.75%,212.6,136.47,0.10%,-0.37%,51.06%,0.82%,2.87%,4.01,13.20%,21.17%,15.10%,5.3,,0.19,0.22,,36.13%,24.83%,1.25%,8.34%,9.54%,1.79%,8.22%,23.28%,1.49,2.31,1.76%,1.84%,2.88%,6.07%,7.17%,-1.80%,15.74%,-7.56%,38.34%,61.09,-1.13%,0.41%,2.5,976.09,0.77,117.86,-0.72%,747806,7/30/12 8:30
58,BF-B,Brown-Forman Corporation,Consumer Goods,Beverages - Wineries & Distillers,USA,13152.64,26.03,21.27,2.37,4.84,6.35,,,,,2.37,10.10%,11.10%,9.11%,11.00%,,-37.10%,-1.30%,213.24,139.59,,,,,0.73%,2.65,,,,,,,,,,,-0.05%,-0.87%,7.36%,15.48%,37.56%,15.90%,,1.06,1.56%,1.63%,-0.59%,-1.11%,9.77%,-5.59%,5.43%,-5.59%,43.75%,46.48,-0.55%,0.03%,3,385.33,0.42,61.68,-0.52%,160473,3/8/11 8:00
59,BHI,Baker Hughes Incorporated,Basic Materials,Oil & Gas Equipment & Services,USA,20901.08,11.38,11.14,0.68,0.98,1.26,26.39,,1.26%,14.25%,4.18,93.14%,14.78%,-11.25%,16.76%,17.05%,29.29%,12.34%,439.56,438.19,0.38%,-1.18%,93.86%,7.31%,4.01%,3.31,7.41%,11.67%,8.72%,2.47,1.57,0.23,0.3,22.02%,12.09%,8.67%,0.51%,3.19%,15.05%,-8.59%,-9.43%,-1.29%,1.57,1.21,1.49%,2.31%,0.99%,10.71%,3.62%,-3.10%,28.64%,-22.96%,28.64%,61.13,-0.81%,0.27%,2.3,5301.59,0.49,47.55,-0.54%,2580577,7/20/12 8:30
60,BIG,Big Lots Inc.,Services,"Discount, Variety Stores",USA,2467.1,13.13,10.55,1.06,0.47,3,29.88,13.11,,0.00%,2.95,5.41%,11.55%,24.30%,12.35%,1.87%,-10.34%,5.48%,63.7,62.58,1.53%,36.38%,98.00%,0.84%,13.41%,7.08,11.38%,21.53%,18.38%,1.5,0.28,0,0,39.64%,6.23%,3.71%,1.63%,-0.82%,11.33%,-10.60%,23.54%,2.57%,0.94,0.79,1.39%,1.91%,-2.81%,-1.94%,-3.62%,-8.35%,3.39%,-17.98%,26.98%,43.59,-0.36%,0.31%,2.3,1185.11,0.56,38.73,-0.05%,668805,8/23/12 8:30
61,BIIB,Biogen Idec Inc.,Healthcare,Biotechnology,USA,34027.31,26.08,19.8,1.88,6.36,5.52,24.2,21.32,,0.00%,5.52,27.93%,13.95%,52.12%,13.86%,13.48%,36.73%,17.57%,236.35,236.13,0.11%,-38.95%,93.92%,-2.32%,1.04%,2.25,15.11%,21.91%,17.55%,2,1.75,0.1,0.17,89.99%,33.02%,25.12%,-1.05%,3.40%,8.80%,23.57%,61.02%,30.82%,0.84,2.6,1.39%,1.90%,-0.89%,0.53%,13.99%,-4.21%,9.06%,-4.21%,64.82%,48,-0.53%,0.03%,2.1,1092.42,0.83,143.97,-0.50%,907269,7/24/12 8:30
62,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,26933.64,12.39,9.46,0.96,7.4,0.78,5.96,66.67,2.28%,28.58%,1.84,-3.70%,16.99%,-0.15%,12.85%,-0.83%,-34.30%,-1.35%,1181.3,1177.98,0.37%,25.21%,80.91%,-0.37%,1.31%,2.37,0.71%,6.53%,,,,0.57,0.92,,21.44%,15.65%,2.93%,11.76%,12.54%,5.65%,23.71%,16.62%,0.92,0.49,1.81%,2.02%,4.82%,6.63%,7.52%,-0.31%,14.66%,-6.67%,36.60%,65.59,0.04%,-0.04%,2.5,6527.59,0.77,22.8,0.00%,5037058,7/18/12 6:30
63,BLK,"BlackRock, Inc.",Financial,Asset Management,USA,30891.05,14.28,12.22,1.14,3.46,1.25,,,3.36%,,12.5,17.26%,11.70%,26.17%,12.50%,34.05%,-4.11%,-5.03%,173.03,123.54,21.34%,-2.53%,82.50%,18.57%,0.98%,0.92,,,,,,,,89.38%,36.16%,25.62%,3.20%,7.00%,10.29%,-6.18%,21.26%,1.85%,1.52,3.2,1.66%,1.75%,3.62%,3.61%,0.08%,-0.82%,9.37%,-13.95%,33.58%,61.79,-0.15%,0.24%,2.3,1319.28,0.34,178.53,0.09%,451028,7/18/12 8:30
64,BLL,Ball Corporation,Consumer Goods,Packaging & Containers,USA,6565.19,15.71,12.7,1.49,0.76,5.59,53.16,14.94,0.94%,12.24%,2.7,-10.50%,9.15%,11.01%,10.58%,5.44%,4.74%,-0.58%,154.73,152.65,1.12%,-1.70%,78.98%,-0.63%,2.80%,4.5,5.90%,31.86%,7.97%,1.33,0.78,2.52,2.95,17.41%,9.35%,5.22%,1.00%,2.64%,8.91%,7.42%,26.58%,19.42%,0.67,0.74,1.51%,1.87%,1.93%,2.58%,7.84%,-2.24%,7.88%,-2.66%,43.92%,55.25,-1.05%,-0.07%,2,949.58,0.6,42.43,-1.12%,568700,7/26/12 8:30
65,BMC,BMC Software Inc.,Technology,Application Software,USA,6741.97,19.94,11.21,2.07,3.1,4.95,4.2,11.39,,0.00%,2.12,-7.16%,8.02%,17.71%,9.62%,6.57%,-37.67%,0.40%,159.46,158.9,1.05%,3.72%,91.35%,-2.92%,2.40%,2.21,7.90%,23.98%,11.11%,1.53,,0.6,0.62,72.99%,23.12%,16.53%,3.00%,7.58%,-1.05%,8.22%,12.48%,28.98%,0.55,0.95,1.76%,2.39%,4.89%,2.93%,9.56%,-5.39%,19.17%,-7.48%,33.71%,59.91,0.05%,0.05%,2.3,1726.14,0.67,42.28,0.09%,1148011,7/31/12 16:30
66,BMS,"Bemis Company, Inc.",Consumer Goods,Packaging & Containers,USA,3161.4,19.5,13.54,3.01,0.6,2,24.85,12.82,3.27%,63.73%,1.57,-5.96%,11.33%,0.89%,6.48%,7.90%,-20.46%,-4.20%,103.28,102.3,0.62%,1.59%,79.68%,4.11%,3.45%,3.74,3.76%,9.40%,4.49%,2.32,1.39,0.98,0.99,17.28%,6.30%,3.15%,0.99%,-0.46%,1.26%,-0.39%,10.59%,4.26%,0.68,0.44,1.15%,1.45%,1.12%,-0.26%,1.14%,-4.75%,4.32%,-7.09%,16.23%,52.75,-0.46%,0.16%,2.9,942.18,0.5,30.61,-0.29%,466622,7/26/12 8:30
67,BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - Major,USA,53090.61,15.2,16.82,13.7,2.59,3.3,10.54,25.83,4.30%,64.50%,2.08,20.47%,-2.08%,28.37%,1.11%,5.56%,-27.45%,-18.24%,1679.02,1676.59,0.15%,14.56%,68.94%,0.58%,2.04%,3.08,15.36%,21.96%,19.66%,1.58,1.36,0.32,0.34,74.03%,31.77%,23.79%,-0.35%,-9.58%,-2.77%,0.03%,17.28%,-7.60%,0.43,0.5,1.22%,1.33%,-4.85%,-7.48%,-3.69%,-12.60%,0.80%,-12.60%,17.97%,30.8,-0.06%,-0.19%,2.6,11089.83,0.82,31.62,-0.25%,9097040,7/25/12 8:30
68,BRCM,Broadcom Corp.,Technology,Semiconductor - Integrated Circuits,USA,19783.01,25.83,11.6,1.67,2.61,2.77,11.18,14.82,1.13%,26.94%,1.37,-17.11%,4.10%,20.64%,15.47%,15.04%,-11.27%,9.74%,559,505.38,0.66%,-6.58%,84.18%,0.22%,1.39%,0.89,8.71%,11.87%,10.04%,2.53,2.13,0.17,0.17,49.93%,9.91%,10.19%,2.85%,14.23%,10.77%,-6.15%,13.10%,21.24%,1.31,0.97,2.27%,2.48%,3.62%,6.28%,4.45%,-2.10%,23.74%,-10.49%,29.02%,58.3,-1.09%,0.17%,1.9,7884.15,0.77,35.39,-0.92%,6092438,7/24/12 16:30
69,BRK-B,Berkshire Hathaway Inc.,Financial,Property & Casualty Insurance,USA,141.47,0.01,,,0,0,,,,,7054.51,,,,,,-9.00%,0.70%,1.66,1.27,,,,,,,,,,,,,,,,,0.33%,1.95%,6.99%,7.97%,25.69%,11.69%,,0.9,0.83%,1.06%,0.42%,1.90%,6.50%,-0.92%,6.47%,-0.92%,30.41%,56,-0.75%,0.13%,,10182.01,0.31,85.22,-0.62%,3145418,5/10/10 8:30
70,BSX,Boston Scientific Corporation,Healthcare,Medical Appliances & Equipment,USA,7988.86,,12.24,,1.08,1.03,21.53,7.59,,,-2.27,141.38%,9.52%,-3.02%,6.89%,-0.51%,-2744.70%,-7.44%,1418.98,1400.41,0.57%,-66.25%,83.75%,-2.82%,1.02%,1.03,-16.33%,-33.38%,-18.02%,1.73,1.23,0.55,0.55,65.71%,-41.07%,-43.37%,3.11%,7.03%,-5.22%,-4.90%,-7.55%,5.43%,1.04,0.14,1.92%,2.72%,5.32%,1.89%,-1.75%,-5.38%,17.54%,-18.41%,17.54%,58.63,0.54%,-0.18%,2.7,13908.85,0.94,5.63,0.36%,13103563,7/26/12 8:30
71,BTU,Peabody Energy Corp.,Basic Materials,Industrial Metals & Minerals,USA,6383.57,6.8,9.15,0.37,0.77,1.09,13.05,9.89,1.43%,9.72%,3.5,28.04%,25.00%,12.18%,18.33%,14.51%,-29.28%,0.89%,268.33,267.46,0.04%,-0.18%,74.21%,-2.96%,6.76%,2,6.58%,17.06%,7.44%,1.48,1.15,1.07,1.09,19.30%,17.79%,11.33%,6.78%,3.17%,1.02%,-33.06%,-42.22%,-27.47%,1.45,1.05,3.91%,5.37%,10.61%,5.77%,-20.64%,-10.19%,27.19%,-51.98%,27.19%,60.96,1.58%,2.09%,1.8,9038.35,1.25,23.79,3.71%,11310938,7/24/12 8:30
