No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (Year),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
35,AON,Aon Corporation,Financial,Insurance Brokers,USA,16794.31,18.05,10.83,2.18,1.48,2.1,20.94,42.52,1.22%,20.58%,2.85,16.31%,13.91%,14.55%,8.27%,10.76%,-1.47%,0.36%,326.42,312.39,0.36%,27.02%,88.87%,0.06%,1.30%,2.15,3.24%,11.60%,6.20%,1.12,,0.5,0.55,,13.81%,8.72%,4.26%,9.49%,7.17%,6.41%,20.13%,10.98%,0.61,0.9,1.54%,1.75%,6.83%,9.69%,9.66%,0.08%,15.46%,-1.16%,32.26%,74.2,0.76%,-0.02%,2.3,1892.36,0.95,51.83,0.74%,1792261,7/27/12 8:30
36,APA,Apache Corp.,Basic Materials,Independent Oil & Gas,USA,34588.46,10.6,7.88,1.86,2.02,1.13,95.81,,0.77%,7.56%,8.35,35.69%,7.57%,8.44%,5.71%,15.24%,-72.75%,-8.44%,390.83,389.28,0.22%,6.17%,85.62%,0.37%,1.08%,1.28,6.45%,11.65%,7.10%,0.91,,0.32,0.33,82.38%,37.39%,19.52%,7.17%,5.32%,0.91%,-16.72%,-9.83%,-1.76%,1.35,2.22,1.90%,2.09%,2.66%,3.91%,-6.16%,-2.40%,12.97%,-21.31%,21.14%,56.24,0.38%,-1.10%,1.8,3277.07,0.71,87.86,-0.72%,2312101,8/2/12 8:00
37,APC,Anadarko Petroleum Corporation,Basic Materials,Independent Oil & Gas,USA,34800.05,,16.05,,2.54,1.75,12.46,,0.52%,,-3.31,-449.69%,25.07%,-11.89%,10.38%,6.43%,-169.85%,-12.35%,499.57,498.11,0.13%,-1.52%,87.20%,-0.69%,1.04%,0.96,-2.91%,-7.94%,-3.30%,1.33,,0.66,0.74,85.56%,-9.81%,-11.27%,5.19%,4.63%,0.71%,-20.15%,6.68%,-8.51%,1.51,2.38,2.65%,3.24%,-0.64%,5.37%,-6.81%,-6.00%,23.68%,-21.25%,23.68%,53.33,0.82%,-0.79%,1.7,5368.11,0.46,69.68,0.03%,2493607,7/30/12 16:30
38,APD,Air Products & Chemicals Inc.,Basic Materials,Chemicals - Major Diversified,USA,17792.11,15.2,13.58,1.65,1.85,2.73,49.26,,3.05%,43.40%,5.53,17.82%,14.00%,11.60%,9.21%,5.04%,21.73%,-5.34%,211.71,211.35,0.05%,-28.69%,85.85%,-0.45%,0.76%,1.35,8.34%,18.62%,9.87%,1.42,1.02,0.58,0.65,26.81%,16.12%,12.72%,4.53%,6.91%,2.05%,-6.27%,11.24%,0.18%,1.16,1.38,1.42%,1.55%,3.30%,5.36%,-0.19%,-0.86%,10.55%,-9.01%,18.47%,64.33,-0.14%,-0.23%,2.1,1179.7,0.77,83.73,-0.37%,904697,7/24/12 8:30
39,APH,Amphenol Corporation,Technology,Diversified Electronics,USA,9861.55,19.64,16.1,1.85,2.45,4.38,12.64,19.62,0.69%,7.57%,3.1,8.36%,10.85%,16.95%,10.63%,9.78%,1.05%,4.26%,162.01,161.67,0.22%,9.19%,,0.02%,1.85%,3.31,11.45%,22.70%,13.67%,3.03,2.18,0.65,0.69,31.35%,18.44%,12.93%,4.84%,17.44%,12.47%,10.49%,43.56%,34.61%,1.39,1.36,1.75%,2.16%,4.85%,9.46%,15.36%,-1.68%,19.94%,-1.68%,57.24%,65.07,1.51%,-1.22%,2.1,904.93,0.71,61.04,0.28%,638160,7/18/12 8:30
40,APOL,Apollo Group Inc.,Services,Education & Training Services,USA,3225.66,6.86,9.18,0.78,0.73,3.8,5.36,7.4,,0.00%,4.15,8.16%,-12.92%,11.30%,8.83%,13.82%,-25.27%,-8.50%,113.38,98.06,3.68%,5.30%,98.59%,-0.45%,13.81%,5.71,19.43%,46.83%,34.16%,1.22,,0.1,0.14,59.22%,18.79%,11.97%,9.25%,-12.30%,-12.30%,-47.38%,-34.46%,-47.19%,0.36,1.06,2.69%,3.37%,0.15%,-10.24%,-31.48%,-25.38%,11.02%,-50.92%,11.02%,45.37,1.24%,-0.67%,2.2,2372.64,0.54,28.61,0.56%,1273871,6/25/12 16:30
41,ARG,Airgas Inc.,Services,Industrial Equipment Wholesale,USA,6416.09,19.67,14.65,1.53,1.33,3.65,116.87,80.51,1.92%,31.56%,4.24,36.29%,20.55%,15.83%,12.83%,8.17%,23.07%,7.98%,76.95,66.4,9.30%,1.71%,80.81%,-0.45%,0.88%,0.98,6.30%,19.65%,7.29%,1.48,1,0.95,1.15,54.26%,11.79%,6.80%,5.81%,1.50%,-9.43%,5.37%,42.77%,7.71%,1.08,1.53,1.49%,1.81%,2.76%,1.17%,2.81%,-4.76%,9.84%,-9.85%,45.06%,57.98,0.64%,-0.50%,1.9,596.71,0.71,83.49,0.13%,423635,7/25/12 8:30
42,ATI,Allegheny Technologies Inc.,Industrial Goods,Metal Fabrication,USA,3476.79,17.55,9.87,1.09,0.65,1.38,16.53,560.77,2.22%,37.20%,1.85,174.85%,58.17%,-18.89%,16.15%,0.98%,-14.37%,0.43%,107.11,105.72,0.70%,15.39%,76.84%,0.71%,3.65%,2.06,3.55%,7.85%,4.26%,3.07,1.23,0.57,0.58,14.88%,7.35%,4.05%,13.10%,5.53%,-18.24%,-31.27%,-24.83%,-31.45%,1.79,1.23,3.66%,3.77%,6.65%,7.00%,-19.68%,-2.25%,17.78%,-38.05%,17.78%,62.04,0.99%,-0.80%,1.5,1870.92,0.48,32.52,0.18%,903156,7/25/12 8:30
43,AVB,Avalonbay Communities Inc.,Financial,REIT - Residential,USA,13290.84,62.51,43.29,4.87,13.11,2.94,37.1,,2.78%,165.57%,2.23,47.39%,11.03%,-0.33%,12.84%,7.41%,57.49%,9.86%,95.35,94.53,0.77%,-14.05%,,0.03%,6.68%,10.07,2.64%,5.34%,2.73%,,,0.73,0.73,63.32%,20.47%,21.30%,-3.78%,-2.67%,-4.46%,5.21%,14.10%,8.25%,1.27,2.46,1.55%,1.73%,-3.79%,-1.35%,4.25%,-7.20%,5.09%,-7.20%,33.25%,39.19,0.77%,-0.09%,2.6,626.9,0.49,140.34,0.68%,308422,7/25/12 16:30
44,AVP,Avon Products Inc.,Consumer Goods,Personal Products,USA,7103.23,28.84,15.36,961.4,0.65,5,5.48,,5.60%,159.76%,0.57,-11.84%,22.99%,2.41%,0.03%,5.20%,-70.43%,-9.27%,432.07,422.61,0.01%,86.18%,86.57%,1.70%,2.12%,1.02,3.23%,14.41%,5.12%,1.45,1.01,1.81,2.48,61.51%,4.46%,2.33%,13.77%,6.06%,-20.43%,-7.33%,-15.86%,-3.69%,1.44,0.6,3.40%,3.74%,3.91%,3.39%,-8.25%,-4.12%,12.66%,-30.19%,12.66%,55.84,-0.43%,-0.55%,2.8,8818.15,0.37,16.28,-0.97%,3266406,8/1/12 8:30
45,AVY,Avery Dennison Corporation,Industrial Goods,Diversified Machinery,USA,3271.91,28.19,13.1,3.05,0.55,2.08,20.27,9.98,3.42%,93.09%,1.12,-36.15%,23.59%,-16.54%,9.25%,1.57%,-0.98%,-0.81%,103.64,103.33,0.15%,-11.26%,94.81%,0.14%,4.31%,4.75,2.25%,6.96%,3.70%,1.13,0.89,0.45,0.88,25.34%,3.03%,1.97%,3.37%,13.56%,3.88%,8.12%,25.88%,12.15%,1.4,0.68,1.47%,2.37%,5.56%,11.24%,11.62%,-0.31%,21.35%,-2.14%,38.91%,70,0.79%,-0.16%,2.8,937.08,0.69,31.77,0.63%,646380,7/24/12 8:30
46,AXP,American Express Company,Financial,Credit Services,USA,64017.22,13.26,11.94,1.25,1.93,3.34,20.97,5.7,1.42%,17.74%,4.26,21.97%,7.74%,6.91%,10.59%,3.11%,7.56%,3.90%,1133.65,1133.54,0.20%,-9.93%,84.68%,0.09%,1.12%,2.34,3.39%,26.50%,3.78%,,,2.9,3.09,,21.44%,15.14%,-0.04%,-2.77%,-4.64%,8.70%,33.91%,21.00%,1.81,1.18,1.71%,1.99%,-2.47%,-1.59%,4.45%,-6.50%,5.38%,-8.75%,37.22%,43.73,-0.73%,-0.37%,2.4,5414.87,1.25,55.85,-1.10%,6771164,7/18/12 16:30
47,AZO,AutoZone Inc.,Services,Auto Parts Stores,USA,13591.58,16.29,13.38,0.97,1.6,,131.83,16.1,,0.00%,22.29,30.02%,16.13%,21.01%,16.73%,6.30%,18.62%,6.75%,37.43,36.48,0.97%,-62.56%,82.62%,-3.68%,4.26%,3,15.09%,,36.29%,0.83,0.09,,,51.31%,18.78%,10.71%,0.22%,-1.57%,-5.86%,2.56%,32.13%,11.74%,0.36,8.28,2.42%,2.22%,-3.78%,-4.26%,-0.47%,-8.32%,1.67%,-9.97%,30.94%,35.62,-1.12%,0.07%,2.1,518.3,1.01,359.29,-1.05%,522411,5/22/12 8:30
48,BA,Boeing Co.,Industrial Goods,Aerospace/Defense Products & Services,USA,55843.7,12.87,13.26,1.22,0.73,9.62,5.42,26.44,2.37%,29.73%,5.77,19.73%,18.90%,13.44%,10.59%,2.24%,1.39%,20.93%,751.8,749.53,0.18%,8.85%,71.92%,-0.14%,1.16%,2.09,5.69%,82.98%,11.86%,1.22,0.39,1.5,1.93,17.27%,8.38%,5.70%,3.18%,3.86%,0.65%,-1.56%,31.75%,2.46%,1.24,1.4,1.17%,1.77%,0.68%,2.48%,3.03%,-2.30%,11.06%,-4.09%,34.90%,53.67,0.46%,-0.55%,1.8,4177.86,0.68,74.21,-0.09%,2843460,7/25/12 7:30
49,BAC,Bank of America Corporation,Financial,Regional - Mid-Atlantic Banks,USA,83198.05,8.39,8.39,1.17,1.37,0.35,0.67,5.88,0.52%,4.44%,0.92,102.23%,64.29%,-71.80%,7.20%,-3.36%,120.79%,-17.93%,10776.95,10759.45,0.02%,69.00%,53.29%,-0.17%,2.10%,1.36,0.51%,4.67%,,,,1.28,2.66,,14.07%,11.62%,7.52%,1.18%,0.39%,-5.39%,14.71%,39.10%,2.32,0.21,2.51%,2.86%,4.43%,2.52%,5.17%,-5.84%,12.99%,-23.29%,57.63%,58.98,0.91%,-0.65%,2.8,165990.23,0.3,7.74,0.26%,50156172,7/18/12 7:00
50,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,USA,32166.18,14.44,12.05,1.62,2.29,4.85,,,3.06%,,4.07,62.36%,7.96%,12.74%,8.92%,6.01%,11.76%,1.02%,547.23,546.51,0.09%,62.81%,83.74%,-0.49%,0.89%,1.59,,,,,,,,50.79%,20.12%,16.38%,1.43%,8.91%,8.73%,4.80%,19.35%,20.30%,0.5,0.89,1.01%,1.50%,2.62%,9.21%,9.41%,-1.87%,20.13%,-2.16%,25.75%,65.93,0.39%,-0.29%,2.2,3079.49,0.4,58.84,0.10%,1246210,7/19/12 8:30
51,BBBY,Bed Bath & Beyond Inc.,Services,Home Furnishing Stores,USA,14755.45,14.99,12.29,1.17,1.54,3.81,8.75,15.4,,0.00%,4.24,32.32%,10.47%,14.24%,12.77%,7.50%,22.97%,5.13%,232.15,226.37,1.54%,1.13%,92.42%,-0.18%,1.93%,1.58,17.45%,26.01%,23.41%,2.78,1.32,0,0,41.22%,16.58%,10.57%,4.87%,5.04%,-7.55%,5.63%,26.97%,9.64%,1.02,1.48,2.26%,2.41%,1.53%,-2.79%,-1.79%,-17.22%,6.82%,-17.22%,26.06%,48.56,-0.96%,-0.27%,2.1,2775.6,0.51,62.78,-1.23%,1413206,6/20/12 16:30
52,BBT,BB&T Corporation,Financial,Regional - Mid-Atlantic Banks,USA,22146.89,13.21,10.43,1.19,3.17,1.17,15.67,,2.52%,29.60%,2.4,57.04%,10.55%,-8.24%,11.09%,-0.02%,65.31%,2.25%,698.64,696.05,0.37%,7.04%,55.53%,0.48%,1.70%,2.6,1.04%,9.63%,,,,1.2,1.37,,24.81%,19.03%,1.99%,2.26%,0.41%,9.12%,63.82%,28.34%,1.03,0.51,1.09%,1.51%,-0.28%,3.65%,11.81%,-3.57%,15.94%,-3.57%,71.21%,55.63,-0.06%,-0.38%,2.6,4566.09,0.41,31.56,-0.44%,1882588,7/19/12 8:30
53,BBY,Best Buy Co. Inc.,Services,Electronics Stores,USA,6522.68,,5.17,,0.13,1.79,4.71,3.89,3.54%,,-3.08,-183.87%,2.49%,6.85%,5.68%,7.13%,36.17%,6.12%,339.9,270.45,1.06%,40.03%,78.83%,-0.96%,13.97%,3.75,1.92%,-20.66%,4.28%,1.15,0.47,0.46,0.55,24.78%,2.07%,0.65%,10.35%,-0.93%,-2.98%,-23.12%,-17.96%,-16.60%,1.3,1.01,6.00%,4.30%,3.88%,-0.80%,-15.45%,-18.50%,13.20%,-31.14%,13.20%,52.61,0.95%,-0.83%,2.9,10088.35,0.46,19.21,0.10%,4681070,8/21/12
54,BCR,CR Bard Inc.,Healthcare,Medical Instruments & Supplies,USA,8191.87,16.56,13.67,1.87,2.78,4.26,11.47,16.86,0.82%,12.67%,5.9,-30.75%,7.84%,4.62%,8.85%,7.91%,378.24%,2.43%,83.83,83.34,1.08%,1.12%,87.40%,-1.28%,2.02%,2.81,13.92%,26.71%,16.58%,2.37,1.92,0.47,0.63,61.89%,23.81%,17.55%,1.42%,-8.03%,-3.73%,6.26%,13.10%,14.98%,0.33,1.79,1.18%,1.70%,-2.73%,-3.33%,4.43%,-8.82%,5.21%,-8.82%,22.73%,42.88,0.79%,0.08%,3,597.22,0.48,98.57,0.87%,286582,7/25/12 16:30
55,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,15303.85,14.35,12.63,1.9,1.98,3.36,,,2.38%,,5.26,8.34%,5.28%,10.81%,7.55%,5.74%,5.53%,1.47%,202.7,201.93,0.11%,-34.99%,80.48%,0.17%,3.93%,7.4,,,,,,,,51.35%,20.47%,14.49%,1.45%,0.65%,-1.46%,-1.17%,0.52%,1.66%,0.61,1.07,1.30%,1.37%,1.27%,2.24%,1.08%,-1.44%,6.05%,-6.04%,10.38%,58.48,0.62%,-0.11%,2.7,1072.88,0.86,75.89,0.52%,920857,8/2/12 8:30
56,BEAM,"Beam, Inc.",Consumer Goods,Beverages - Wineries & Distillers,USA,9541.1,52.64,22.85,4.54,4.07,2.2,87.29,,1.35%,65.67%,1.15,-57.89%,11.81%,-30.75%,11.60%,-22.97%,58.81%,4.40%,157.6,157,0.07%,56.88%,79.09%,0.34%,0.81%,1.52,1.79%,3.56%,2.03%,5.69,1.82,0.51,0.58,58.06%,11.57%,8.05%,0.53%,-1.64%,3.88%,12.59%,15.23%,19.43%,1.52,1.3,1.91%,1.98%,-1.74%,-1.49%,8.82%,-5.35%,4.01%,-5.35%,44.79%,45.22,0.15%,-0.43%,2.6,831.85,0.74,60.37,-0.28%,613620,8/2/12 8:30
57,BEN,Franklin Resources Inc.,Financial,Asset Management,USA,24699.87,13.65,12.26,1.5,3.47,2.82,3.85,33.86,0.93%,35.77%,8.51,36.32%,7.60%,12.16%,9.12%,7.17%,-6.41%,-3.75%,212.6,136.47,0.10%,-0.37%,51.34%,1.42%,2.77%,3.72,13.20%,21.17%,15.10%,5.3,,0.19,0.22,,36.13%,24.83%,4.69%,6.01%,1.29%,-0.09%,9.56%,21.53%,1.48,2.61,1.68%,2.14%,3.23%,6.28%,6.24%,-1.49%,15.49%,-8.84%,36.43%,60.61,0.21%,-0.16%,2.5,1018.23,0.37,116.23,0.04%,374553,7/30/12 8:30
58,BF-B,Brown-Forman Corporation,Consumer Goods,Beverages - Wineries & Distillers,USA,13016.17,25.72,21.05,2.34,4.79,6.29,,,,,3.56,9.80%,11.30%,9.11%,11.00%,,-37.10%,-1.30%,142.16,79.81,,,,,1.48%,4.47,,,,,,,,,,,-0.67%,-2.61%,6.19%,11.20%,49.68%,14.69%,,1.7,1.61%,1.64%,-2.09%,-0.56%,10.23%,-5.94%,10.85%,-5.94%,50.92%,46.64,1.29%,-0.61%,2.9,264.17,0.51,92.17,0.67%,135870,3/8/11 8:00
59,BHI,Baker Hughes Incorporated,Basic Materials,Oil & Gas Equipment & Services,USA,21287.89,11.59,11.37,0.7,1,1.28,26.88,,1.24%,14.25%,4.18,93.14%,14.52%,-11.25%,16.61%,17.05%,29.29%,12.34%,439.56,438.19,0.39%,-0.58%,87.61%,0.31%,4.78%,3.68,7.41%,11.67%,8.72%,2.47,1.57,0.23,0.3,22.02%,12.09%,8.67%,4.96%,23.14%,16.59%,-0.60%,-16.31%,0.54%,1.57,1.4,2.37%,2.87%,7.93%,16.07%,5.40%,-0.77%,31.72%,-23.78%,31.72%,69.78,1.29%,-0.74%,2.4,5689.83,0.5,48.69,0.54%,2862014,7/20/12 8:30
60,BIG,Big Lots Inc.,Services,"Discount, Variety Stores",USA,2631.45,14,11.2,1.13,0.5,3.2,31.87,13.99,,0.00%,2.95,5.41%,12.16%,24.30%,12.35%,1.87%,-10.34%,5.48%,63.7,62.58,1.53%,36.38%,98.00%,-0.46%,13.41%,7.1,11.38%,21.53%,18.38%,1.5,0.28,0,0,39.64%,6.23%,3.71%,2.48%,5.36%,12.47%,-5.77%,37.88%,9.40%,0.96,0.79,1.65%,1.96%,-4.07%,-2.39%,-4.28%,-9.04%,6.90%,-18.59%,29.34%,39.56,-3.90%,-3.17%,2.2,1181.72,2.62,38.44,-6.95%,3101427,5/23/12
61,BIIB,Biogen Idec Inc.,Healthcare,Biotechnology,USA,33819.32,25.92,19.66,1.87,6.32,5.47,24.05,21.19,,0.00%,5.52,27.93%,14.11%,52.12%,13.86%,13.48%,36.73%,17.57%,236.35,236.13,0.11%,8.33%,95.94%,-0.15%,1.08%,2.2,15.11%,21.91%,17.55%,2,1.75,0.1,0.17,89.99%,33.02%,25.12%,-0.49%,0.77%,6.54%,21.49%,68.28%,30.02%,0.84,2.9,1.58%,2.07%,0.62%,3.01%,16.20%,-3.18%,15.12%,-3.18%,72.77%,55.22,1.58%,0.10%,2.1,1161.82,0.76,145.51,1.69%,880029,7/24/12 8:30
62,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,26331.18,12.11,9.25,0.94,7.23,0.76,5.82,,2.33%,28.58%,1.84,-3.70%,16.99%,-0.15%,12.88%,-0.83%,-34.30%,-1.35%,1181.3,1177.28,0.37%,25.21%,81.11%,-0.12%,1.24%,2.07,0.71%,6.53%,,,,0.57,0.92,,21.44%,15.65%,7.84%,5.24%,0.91%,3.58%,17.38%,14.02%,0.91,0.53,2.54%,2.35%,4.26%,5.77%,5.19%,-1.77%,16.00%,-8.92%,33.30%,60.83,0.09%,-0.27%,2.5,7041.31,0.54,22.25,-0.18%,3768031,7/18/12 6:30
63,BLK,"BlackRock, Inc.",Financial,Asset Management,USA,30243.91,13.98,11.93,1.12,3.39,1.24,,,3.43%,,12.5,17.26%,11.83%,26.17%,12.50%,34.05%,-4.11%,-5.03%,173.03,123.54,22.79%,-2.38%,72.26%,4.44%,0.93%,0.86,,,,,,,,89.38%,36.16%,25.62%,3.73%,-0.19%,-1.83%,-6.55%,22.02%,-0.28%,1.52,3.36,1.36%,1.92%,1.65%,1.83%,-1.81%,-1.83%,7.56%,-15.93%,30.50%,55.46,0.48%,-0.69%,2.4,1338.31,0.29,174.41,-0.22%,382257,7/18/12 8:30
64,BLL,Ball Corporation,Consumer Goods,Packaging & Containers,USA,6538.67,15.46,12.53,1.47,0.76,4.84,52.94,14.88,0.96%,12.29%,2.7,-10.50%,8.82%,11.01%,10.48%,5.44%,4.74%,-0.58%,156.69,154.49,1.12%,1.74%,78.07%,-0.52%,3.02%,4.73,5.90%,30.05%,7.85%,1.33,0.78,2.21,2.58,17.41%,9.35%,5.22%,5.38%,3.34%,1.38%,4.74%,23.61%,17.45%,0.67,0.84,1.86%,1.98%,1.81%,2.42%,7.55%,-2.12%,7.77%,-3.62%,42.49%,56.31,0.91%,-0.24%,2,987.65,0.48,42.01,0.67%,473446,7/26/12 8:30
65,BMC,BMC Software Inc.,Technology,Application Software,USA,6537.86,19.34,10.88,2.01,3.01,4.8,4.08,11.04,,0.00%,2.12,-7.16%,8.02%,17.71%,9.62%,6.57%,-37.67%,0.40%,159.46,158.9,1.05%,2.45%,98.47%,4.65%,2.72%,2.02,7.90%,23.98%,11.11%,1.53,,0.6,0.62,72.99%,23.12%,16.53%,8.44%,3.93%,1.79%,3.72%,6.74%,25.08%,0.54,1.18,2.51%,2.65%,3.95%,0.07%,7.46%,-7.70%,16.26%,-9.74%,30.46%,56.15,0.81%,-0.20%,2.3,2142.17,0.39,41.25,0.61%,839232,7/31/12 16:30
66,BMS,"Bemis Company, Inc.",Consumer Goods,Packaging & Containers,USA,3088.58,19.08,13.26,2.94,0.59,1.96,24.28,12.52,3.34%,61.86%,1.57,-5.96%,11.33%,0.89%,6.48%,7.90%,-20.51%,-4.20%,103.09,102.1,0.60%,1.64%,79.33%,3.45%,5.36%,6.01,3.76%,9.43%,4.49%,2.32,1.39,0.98,0.99,17.28%,6.30%,3.15%,-0.13%,-1.35%,-4.74%,-5.79%,5.87%,1.18%,0.68,0.51,1.21%,1.59%,-0.85%,-2.11%,-0.45%,-6.54%,2.57%,-8.83%,14.04%,43.94,1.68%,-0.60%,2.9,909.32,0.74,30.28,1.07%,676792,7/26/12 8:30
67,BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - Major,USA,53342.47,15.27,16.9,13.76,2.6,3.32,10.59,25.96,4.28%,64.50%,2.08,20.47%,-2.08%,28.37%,1.11%,5.56%,-27.45%,-18.24%,1679.02,1676.62,0.15%,15.08%,68.70%,0.29%,2.10%,3.27,15.36%,21.96%,19.66%,1.58,1.36,0.32,0.34,74.03%,31.77%,23.79%,-2.40%,-8.15%,-3.38%,1.28%,24.88%,-7.16%,0.44,0.63,1.33%,1.42%,-8.29%,-7.84%,-3.28%,-12.30%,0.03%,-12.30%,25.20%,28.45,-0.16%,0.03%,2.6,10765.07,1.58,31.73,-0.13%,16981348,7/25/12 8:30
68,BRCM,Broadcom Corp.,Technology,Semiconductor - Integrated Circuits,USA,19190.47,25.06,11.15,1.62,2.53,2.69,10.84,14.37,1.17%,26.94%,1.37,-17.11%,5.12%,20.64%,15.47%,15.04%,-11.27%,9.74%,559,505.38,0.68%,32.85%,83.67%,-0.28%,1.49%,0.95,8.71%,11.87%,10.04%,2.53,2.13,0.17,0.17,49.93%,9.91%,10.19%,2.63%,10.07%,3.19%,-8.67%,8.30%,17.61%,1.3,0.96,1.80%,2.66%,8.27%,7.20%,4.32%,-0.53%,23.60%,-10.59%,28.87%,64.5,1.17%,1.78%,1.9,7962.69,1.41,35.35,2.97%,11254033,7/24/12 16:30
69,BRK-B,Berkshire Hathaway Inc.,Financial,Property & Casualty Insurance,USA,210640,0.01,,,0,0,,,,,7263.15,,,,,,114.80%,13.10%,1.65,1.27,,,,,,,,,,,,,,,,,0.55%,0.54%,3.37%,6.74%,25.06%,10.80%,,1.06,0.99%,1.19%,0.22%,2.26%,6.28%,-1.44%,8.29%,-1.44%,29.72%,55.78,0.40%,-0.13%,,4197.07,0.52,84.77,0.27%,2187759,5/10/10 8:30
70,BSX,Boston Scientific Corporation,Healthcare,Medical Appliances & Equipment,USA,7790.97,,11.96,,1.05,0.99,21,,,,-2.15,141.38%,9.52%,-3.02%,6.87%,-0.51%,-2616.08%,-7.44%,1416.54,1386.93,0.62%,-63.12%,86.28%,-0.03%,0.87%,0.83,-15.38%,-31.29%,-16.96%,1.73,1.23,0.54,0.54,65.71%,-38.71%,-41.02%,7.42%,-2.14%,-12.42%,-7.56%,-6.94%,3.00%,1.04,0.15,2.27%,2.79%,3.81%,-0.03%,-3.38%,-6.89%,15.66%,-19.71%,15.66%,55.53,0.91%,-0.18%,2.7,14545.34,1.1,5.54,0.73%,16012341,7/26/12 8:30
71,BTU,Peabody Energy Corp.,Basic Materials,Industrial Metals & Minerals,USA,6267.69,6.57,8.85,0.36,0.76,1.07,12.81,,1.48%,9.79%,3.5,28.04%,25.60%,12.18%,18.33%,14.51%,-29.18%,0.89%,272.39,271.52,0.05%,194.83%,74.89%,-0.37%,4.06%,1.18,6.58%,17.03%,7.43%,1.48,1.15,1.07,1.09,22.34%,17.79%,11.33%,13.24%,3.93%,-19.97%,-37.42%,-48.80%,-29.85%,1.45,1.19,5.12%,5.49%,7.97%,2.57%,-24.25%,-12.30%,24.20%,-53.23%,24.20%,58.25,1.84%,-0.87%,1.8,9300.63,0.93,23.23,0.96%,8612609,7/24/12 8:30
72,BWA,BorgWarner Inc.,Consumer Goods,Auto Parts,USA,8008.51,15.83,11.82,0.92,1.09,2.79,16.62,23.11,,0.00%,4.42,44.93%,14.95%,19.51%,17.17%,9.18%,-23.50%,2.07%,114.44,113.24,1.05%,18.78%,,1.35%,10.65%,7.03,9.06%,20.44%,12.71%,1.6,1.29,0.33,0.4,20.31%,11.03%,7.69%,9.81%,10.34%,-9.46%,-9.62%,,9.79%,1.64,2.28,2.80%,3.51%,8.99%,8.74%,-2.21%,-2.14%,18.53%,-18.44%,30.65%,65.04,2.38%,-0.46%,2.3,1716.09,0.58,71.32,1.91%,1002239,7/26/12 8:30
73,BXP,Boston Properties Inc.,Financial,REIT - Office,USA,16558.11,57.86,58.17,10.12,9.25,3.33,28.01,,1.99%,110.80%,1.91,64.20%,-21.16%,-23.94%,5.72%,4.42%,13.63%,7.30%,149.82,148.2,0.09%,-6.90%,,0.07%,4.86%,8.5,2.29%,5.80%,2.46%,,,1.6,1.6,64.34%,34.90%,17.96%,-1.15%,1.44%,2.69%,6.64%,18.04%,12.15%,1.36,1.64,1.38%,1.43%,-0.09%,3.25%,8.56%,-2.75%,12.04%,-2.75%,37.99%,56.02,0.41%,-0.24%,2.5,848.14,0.7,110.7,0.16%,594943,8/6/12 16:30
74,C,"Citigroup, Inc.",Financial,Money Center Banks,USA,84622.14,8.37,6.36,0.96,1.2,0.46,2.49,,0.14%,1.13%,3.45,1.18%,11.00%,-38.53%,8.67%,-4.94%,-10.89%,-8.35%,2932.16,2928.06,0.02%,18.13%,63.10%,0.45%,1.81%,1.31,0.56%,5.77%,,,,1.57,3.06,,18.25%,14.19%,10.24%,11.60%,-5.81%,-14.21%,1.44%,9.82%,2.59,0.83,3.10%,2.81%,7.04%,7.15%,-3.43%,-1.67%,17.48%,-24.68%,35.21%,63.06,0.91%,-0.76%,2.4,40556.94,0.62,28.9,0.14%,25258740,7/16/12 8:30
75,CA,CA Technologies,Technology,Application Software,USA,12044.95,13.1,9.62,1.4,2.51,2.19,4.74,12.01,3.89%,30.46%,1.96,18.85%,8.10%,53.77%,9.33%,4.07%,13.00%,-1.55%,469.04,342.4,0.16%,8.69%,72.49%,0.22%,4.14%,2.67,8.19%,16.83%,11.36%,1.08,,0.24,0.24,86.59%,29.77%,19.81%,6.42%,-0.35%,-1.80%,-3.53%,36.52%,29.44%,1.03,0.54,1.55%,1.92%,0.78%,-0.52%,4.68%,-6.17%,6.90%,-7.82%,40.36%,52.28,0.39%,-0.86%,2.7,5298.24,0.5,25.56,-0.47%,2654718,7/26/12 16:30
