"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (Year)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date"
31,"AMZN","Amazon.com Inc.","Services","Catalog & Mail Order Houses","USA",110277.96,297.49,102.50,8.64,2.03,14.70,22.19,100.34,,0.00%,0.82,-45.82%,235.21%,25.02%,34.44%,35.03%,-96.32%,29.47%,452.07,363.60,19.58%,0.03%,67.04%,-0.24%,2.35%,2.64,1.68%,4.94%,3.29%,1.08,0.68,0.00,0.00,23.30%,1.17%,0.60%,-2.80%,-5.45%,12.17%,27.67%,0.66%,40.92%,0.91,5.43,2.43%,2.14%,-1.99%,-0.36%,15.29%,-6.20%,7.24%,-6.20%,48.37%,46.94,1.79%,-0.23%,2.00,3232.67,1.23,247.73,1.55%,1588884,10/25/2012 4:30:00 PM
32,"AN","AutoNation Inc.","Services","Auto Dealerships","USA",5814.07,21.93,17.06,1.06,0.39,3.76,93.62,26.92,,0.00%,2.17,30.05%,12.50%,6.10%,20.65%,-5.36%,30.69%,17.03%,122.17,102.12,39.98%,-6.83%,82.74%,-0.10%,6.97%,12.58,4.73%,16.09%,7.85%,1.06,0.30,1.31,1.75,12.78%,4.06%,1.99%,-0.79%,12.64%,12.11%,41.01%,29.32%,29.08%,1.21,0.97,1.92%,2.30%,6.59%,13.27%,28.11%,-0.48%,23.71%,-0.48%,51.69%,73.44,-1.36%,2.02%,3.10,566.06,0.36,47.89,0.63%,82283,10/25/2012 8:30:00 AM
33,"ANF","Abercrombie & Fitch Co.","Services","Apparel Stores","USA",2685.18,32.20,10.70,1.75,0.63,1.58,8.08,,2.15%,67.00%,1.01,-15.29%,21.60%,-20.94%,18.44%,4.62%,-47.54%,3.78%,82.57,81.41,0.09%,36.82%,93.19%,0.20%,12.02%,3.18,3.07%,4.97%,3.93%,1.78,0.88,0.04,0.08,59.92%,3.21%,2.08%,-1.33%,-15.51%,-9.09%,-31.57%,-51.87%,-32.52%,1.66,1.21,3.32%,3.40%,-4.94%,-7.07%,-19.58%,-18.18%,9.66%,-57.41%,13.82%,35.55,-1.07%,0.83%,2.60,3078.04,0.48,32.44,-0.25%,595468,11/14/2012
34,"ANR","Alpha Natural Resources, Inc.","Basic Materials","Industrial Metals & Minerals","USA",1883.99,,,,0.23,0.37,5.33,,,,-13.36,-570.99%,-30.70%,35.97%,19.50%,37.05%,-3045.20%,15.65%,220.35,219.30,0.77%,54.71%,75.73%,0.05%,23.21%,2.31,-18.71%,-43.57%,-21.27%,1.34,1.00,0.58,0.59,11.94%,-40.34%,-35.98%,17.45%,5.82%,23.91%,-47.22%,-57.61%,-58.15%,1.67,0.62,9.53%,7.42%,20.69%,24.48%,-30.84%,-4.64%,63.45%,-70.54%,63.45%,65.22,-0.23%,1.17%,2.30,22028.67,1.25,8.63,0.94%,11006644,11/2/2012 8:30:00 AM
35,"AON","Aon Corporation","Financial","Insurance Brokers","USA",17242.49,18.76,11.33,2.27,1.52,2.12,23.56,43.65,1.18%,21.04%,2.85,16.31%,13.46%,14.55%,8.25%,10.76%,-1.47%,0.36%,322.41,308.48,0.36%,27.45%,88.87%,0.06%,1.22%,2.63,3.24%,11.60%,6.20%,1.12,,0.50,0.55,,13.81%,8.72%,0.22%,1.38%,12.19%,10.15%,21.82%,15.36%,0.61,0.61,1.21%,1.05%,1.94%,2.88%,10.63%,-0.52%,7.14%,-0.52%,25.70%,60.85,0.41%,0.58%,2.40,1431.40,0.44,54.01,0.99%,254933,10/26/2012 8:30:00 AM
36,"APA","Apache Corp.","Basic Materials","Independent Oil & Gas","USA",34071.35,10.43,8.22,1.80,1.99,1.11,94.38,18.15,0.78%,7.56%,8.35,35.69%,8.17%,8.44%,5.78%,15.24%,-72.75%,-8.44%,391.22,389.66,0.36%,5.23%,83.35%,0.05%,1.41%,2.10,6.45%,11.91%,7.10%,0.91,0.76,0.32,0.33,82.38%,37.39%,19.52%,0.16%,-5.44%,1.85%,-5.29%,-0.25%,-3.33%,1.31,1.73,1.69%,1.91%,2.15%,0.95%,-3.70%,-6.74%,5.67%,-20.76%,13.77%,56.02,1.00%,0.59%,1.80,2610.39,0.92,88.48,1.60%,958644,11/1/2012 8:30:00 AM
37,"APC","Anadarko Petroleum Corporation","Basic Materials","Independent Oil & Gas","USA",35387.34,,16.28,,2.58,1.75,12.67,,0.51%,,-2.71,-449.69%,25.00%,-7.39%,4.93%,6.43%,-116.48%,-12.35%,499.68,498.00,0.13%,0.42%,85.44%,-2.68%,1.19%,1.52,-2.37%,-6.47%,-2.67%,1.43,1.41,0.65,0.73,85.56%,-9.81%,-9.15%,2.09%,-4.52%,-2.37%,-2.11%,-4.40%,-6.88%,1.49,1.50,1.85%,1.92%,3.45%,3.05%,-0.84%,-5.61%,6.40%,-18.15%,28.54%,60.02,1.49%,0.64%,1.70,3883.01,0.63,72.33,2.13%,986435,10/29/2012 4:30:00 PM
38,"APD","Air Products & Chemicals Inc.","Basic Materials","Chemicals - Major Diversified","USA",17912.78,15.30,13.71,1.69,1.86,2.75,49.59,,3.03%,43.40%,5.53,17.82%,13.84%,11.60%,9.07%,5.04%,21.73%,-5.34%,211.71,211.34,0.19%,5.23%,86.04%,0.14%,1.32%,3.17,8.34%,18.62%,9.87%,1.42,1.02,0.58,0.65,26.81%,16.12%,12.72%,1.99%,-0.41%,4.57%,-2.77%,5.50%,1.65%,1.15,1.10,1.41%,1.20%,2.08%,2.17%,1.32%,-0.40%,5.34%,-7.09%,14.04%,61.28,0.50%,-0.24%,2.20,884.05,1.18,84.83,0.26%,418292,10/19/2012 8:30:00 AM
39,"APH","Amphenol Corporation","Technology","Diversified Electronics","USA",9686.77,19.41,15.96,1.78,2.41,4.31,12.41,19.29,0.70%,7.53%,3.10,8.36%,10.23%,16.95%,10.92%,9.78%,1.05%,4.26%,160.99,160.64,0.22%,5.98%,,0.15%,1.46%,2.80,11.45%,22.70%,13.67%,3.03,2.18,0.65,0.69,31.35%,18.44%,12.93%,2.85%,-4.63%,2.26%,3.96%,41.44%,33.30%,1.37,0.85,1.30%,1.47%,3.93%,1.69%,9.13%,-3.20%,7.38%,-3.20%,51.24%,62.73,0.26%,2.21%,2.20,840.78,1.48,61.66,2.48%,499533,10/17/2012 8:30:00 AM
40,"APOL","Apollo Group Inc.","Services","Education & Training Services","USA",3116.82,6.62,8.78,0.77,0.71,3.67,5.18,7.15,,0.00%,4.15,8.16%,-12.57%,11.30%,8.60%,13.82%,-25.27%,-8.50%,113.38,98.06,3.57%,5.47%,92.99%,-0.24%,16.02%,8.71,19.43%,46.83%,34.16%,1.22,,0.10,0.14,59.22%,18.79%,11.97%,-4.22%,-5.04%,-10.25%,-23.47%,-34.83%,-48.97%,0.34,1.03,4.55%,3.40%,-22.43%,-21.64%,-39.78%,-26.70%,-14.20%,-61.76%,-13.50%,22.92,-7.89%,-11.97%,2.20,1804.13,11.32,22.29,-18.91%,8181910,10/16/2012 4:30:00 PM
41,"ARG","Airgas Inc.","Services","Industrial Equipment Wholesale","USA",6316.83,19.36,14.61,1.51,1.31,3.44,115.06,79.27,1.95%,31.56%,4.24,36.29%,21.12%,15.83%,12.83%,8.17%,23.07%,7.98%,76.95,69.19,0.21%,32.90%,79.84%,0.08%,1.30%,1.77,6.30%,19.65%,7.29%,1.48,1.00,0.95,1.15,54.26%,11.79%,6.80%,0.13%,-0.53%,-1.08%,-7.89%,23.56%,6.54%,1.06,1.45,1.98%,1.60%,0.06%,-0.23%,-0.77%,-4.08%,4.42%,-10.48%,25.70%,50.89,-0.07%,0.60%,1.80,505.26,0.35,82.52,0.52%,71876,10/23/2012 8:30:00 AM
42,"ATI","Allegheny Technologies Inc.","Industrial Goods","Metal Fabrication","USA",3510.89,17.71,10.88,1.13,0.66,1.36,16.69,566.27,2.20%,36.88%,1.85,174.85%,55.96%,-18.89%,15.70%,0.98%,-14.37%,0.43%,107.17,105.78,0.13%,16.76%,75.99%,0.82%,3.43%,2.39,3.55%,7.85%,4.26%,3.07,1.23,0.57,0.58,14.88%,7.35%,4.05%,2.54%,-6.43%,3.28%,-19.80%,-13.45%,-30.46%,1.79,1.13,3.31%,3.09%,3.86%,4.00%,-10.06%,-9.85%,17.01%,-36.43%,20.89%,56.34,0.48%,0.89%,1.60,1518.38,0.49,33.21,1.37%,299831,10/24/2012
43,"AVB","Avalonbay Communities Inc.","Financial","REIT - Residential","USA",12917.13,60.86,40.39,4.86,12.74,2.81,36.06,,2.91%,166.13%,2.19,47.39%,1.85%,-0.33%,12.52%,7.41%,57.48%,9.86%,96.91,96.34,0.65%,-24.10%,,0.08%,6.79%,10.99,2.64%,5.32%,2.80%,,,0.73,0.73,63.70%,20.47%,21.30%,-0.28%,-4.99%,-10.80%,-4.87%,16.94%,4.25%,1.26,1.89,1.40%,1.44%,-1.69%,-3.84%,-2.93%,-7.37%,1.17%,-11.23%,17.90%,37.08,-0.23%,0.23%,2.70,595.04,1.04,133.28,-0.01%,248015,10/24/2012 4:30:00 PM
44,"AVP","Avon Products Inc.","Consumer Goods","Personal Products","USA",7405.68,30.07,17.31,601.40,0.67,5.21,5.71,,5.37%,159.76%,0.57,-11.84%,22.22%,2.41%,0.05%,5.20%,-70.43%,-9.27%,432.07,431.37,1.23%,-1.30%,84.04%,-0.72%,2.81%,1.93,3.23%,14.41%,5.12%,1.45,1.01,1.81,2.48,61.51%,4.46%,2.33%,0.18%,6.20%,7.19%,-19.53%,-18.34%,1.84%,1.42,0.40,1.89%,2.10%,4.79%,7.42%,-0.15%,-1.54%,14.73%,-24.79%,21.33%,62.72,0.93%,-0.06%,2.80,6304.56,0.58,17.29,0.88%,1465674,8/1/2012 8:30:00 AM
45,"AVY","Avery Dennison Corporation","Industrial Goods","Diversified Machinery","USA",3085.40,27.15,12.78,2.94,0.52,1.98,19.12,9.41,3.55%,92.79%,1.12,-36.15%,22.68%,-16.54%,9.25%,1.57%,-0.98%,-0.81%,101.46,101.15,0.15%,,90.01%,0.24%,4.11%,5.21,2.25%,6.96%,3.70%,1.13,0.89,0.45,0.88,25.34%,3.03%,1.97%,1.71%,-3.28%,5.33%,-0.52%,21.01%,9.00%,1.42,0.57,1.71%,1.66%,0.41%,-0.14%,5.17%,-4.30%,6.92%,-4.30%,33.75%,51.75,1.28%,0.36%,2.90,799.11,0.45,30.91,1.64%,145396,10/24/2012 8:30:00 AM
46,"AXP","American Express Company","Financial","Credit Services","USA",66465.90,13.76,12.37,1.36,2.00,3.47,21.77,5.91,1.36%,17.74%,4.26,21.97%,7.97%,6.91%,10.09%,3.11%,7.56%,3.90%,1133.65,1128.30,0.06%,-6.85%,83.73%,-0.06%,0.63%,1.42,3.39%,26.50%,3.78%,,,2.90,3.09,,21.44%,15.14%,0.67%,-0.58%,0.93%,1.72%,31.78%,26.06%,1.81,0.87,1.36%,1.43%,2.58%,3.08%,6.49%,0.05%,7.28%,-2.96%,34.34%,60.31,0.48%,0.48%,2.40,4983.88,0.65,59.19,0.96%,1289745,10/17/2012 4:30:00 PM
47,"AZO","AutoZone Inc.","Services","Auto Parts Stores","USA",13874.93,15.73,11.88,0.95,1.61,,,,,,23.57,20.59%,13.58%,22.45%,16.51%,6.88%,17.83%,4.60%,37.43,36.89,0.89%,-5.66%,88.77%,-0.33%,5.05%,3.63,,,,,,,,51.51%,18.93%,10.81%,-2.42%,3.72%,-3.53%,-2.32%,13.36%,14.07%,0.36,6.36,1.42%,1.74%,-0.83%,0.83%,0.02%,-3.22%,5.38%,-7.25%,18.23%,47.82,-0.52%,0.38%,2.10,513.16,0.79,370.18,-0.14%,161521,9/19/2012 8:30:00 AM
48,"BA","Boeing Co.","Industrial Goods","Aerospace/Defense Products & Services","USA",55242.27,12.73,13.12,1.21,0.72,9.52,5.36,26.16,2.40%,29.73%,5.77,19.73%,18.39%,13.44%,10.51%,2.24%,1.39%,20.93%,751.80,749.53,0.18%,-1.46%,73.14%,1.57%,1.15%,2.02,5.69%,82.98%,11.86%,1.22,0.39,1.50,1.93,17.27%,8.38%,5.70%,4.02%,5.09%,0.04%,0.88%,21.84%,1.97%,1.23,1.03,1.37%,1.29%,4.64%,3.10%,1.60%,-0.85%,6.81%,-4.14%,23.15%,66.95,-0.01%,0.35%,1.80,4277.78,0.69,73.73,0.34%,1176982,10/24/2012 7:30:00 AM
49,"BAC","Bank of America Corporation","Financial","Money Center Banks","USA",101949.95,10.28,10.40,1.43,1.68,0.43,0.82,7.20,0.42%,4.44%,0.92,102.23%,167.65%,-71.80%,7.20%,-3.36%,120.79%,-17.93%,10776.95,10759.39,0.02%,66.39%,53.89%,-0.08%,1.78%,1.41,0.51%,4.67%,,,,1.28,2.66,,14.07%,11.62%,2.71%,1.72%,25.80%,6.29%,57.67%,70.76%,2.35,0.29,2.31%,2.62%,4.14%,10.59%,18.71%,-2.66%,26.06%,-5.45%,94.48%,63.31,1.17%,-0.42%,2.70,135571.27,2.38,9.53,0.74%,129471776,10/17/2012 7:00:00 AM
50,"BAX","Baxter International Inc.","Healthcare","Medical Instruments & Supplies","USA",33671.06,15.12,12.63,1.85,2.40,5.15,14.31,24.22,2.93%,31.98%,4.07,62.36%,7.51%,12.74%,8.18%,6.01%,11.76%,1.02%,547.23,546.40,0.08%,37.76%,83.59%,0.96%,1.11%,2.37,12.71%,33.78%,17.04%,1.65,1.09,0.68,0.81,50.96%,20.12%,16.38%,1.74%,0.87%,10.39%,14.77%,15.48%,26.89%,0.50,0.74,1.07%,1.19%,0.88%,2.95%,10.43%,-0.90%,6.98%,-0.90%,32.29%,58.81,-0.28%,0.11%,2.20,2544.13,0.90,61.42,-0.17%,916067,10/18/2012 8:30:00 AM
51,"BBBY","Bed Bath & Beyond Inc.","Services","Home Furnishing Stores","USA",13981.20,14.22,11.84,1.13,1.41,3.57,15.39,16.27,,0.00%,4.29,32.32%,11.23%,14.24%,12.54%,7.50%,5.15%,12.05%,229.20,223.42,1.56%,2.29%,91.42%,0.18%,2.66%,2.27,17.05%,25.81%,22.81%,2.32,0.81,0.00,0.00,40.88%,16.04%,10.22%,-1.13%,-13.81%,-1.37%,-12.34%,1.24%,5.23%,1.04,1.35,1.83%,2.03%,-1.28%,-5.39%,-5.35%,-14.15%,2.64%,-18.93%,8.39%,40.27,-0.03%,0.82%,2.10,2621.36,1.38,61.48,0.79%,1449830,9/19/2012 4:30:00 PM
52,"BBT","BB&T Corporation","Financial","Regional - Mid-Atlantic Banks","USA",22223.74,13.25,10.43,1.34,3.18,1.18,15.73,8.26,2.51%,30.04%,2.40,57.04%,10.11%,-8.24%,9.91%,-0.02%,65.31%,2.25%,698.64,696.16,0.09%,-1.57%,54.54%,-1.26%,1.45%,2.65,1.04%,9.63%,,,,1.20,1.37,,24.81%,19.03%,-4.24%,-4.67%,1.24%,2.98%,50.62%,29.57%,1.05,0.53,1.72%,1.49%,-2.34%,-0.28%,6.37%,-5.67%,4.91%,-5.67%,57.07%,42.88,0.97%,0.31%,2.70,3800.96,0.92,32.22,1.29%,1406793,10/18/2012 8:30:00 AM
53,"BBY","Best Buy Co. Inc.","Services","Electronics Stores","USA",5928.76,,5.89,,0.12,1.69,8.72,6.23,3.86%,,-3.52,-183.87%,-5.08%,-1.54%,1.02%,7.13%,-92.45%,-7.05%,336.67,268.92,1.17%,-15.27%,80.83%,-0.06%,11.72%,3.81,0.97%,-24.93%,2.28%,1.08,0.41,0.33,0.63,24.56%,1.60%,0.33%,-1.29%,-1.95%,-5.68%,-18.77%,-26.90%,-22.76%,1.28,0.52,2.21%,3.04%,-1.65%,-4.09%,-16.60%,-14.73%,7.85%,-37.18%,7.85%,44.21,-1.48%,0.06%,3.00,8266.15,0.32,17.36,-1.42%,1051109,11/20/2012
54,"BCR","CR Bard Inc.","Healthcare","Medical Instruments & Supplies","USA",8569.94,17.33,14.30,1.96,2.91,4.46,12.00,17.64,0.78%,12.67%,5.90,-30.75%,8.01%,4.62%,8.85%,7.91%,378.24%,2.43%,83.83,83.34,0.96%,-62.65%,88.02%,-1.44%,1.40%,2.17,13.92%,26.71%,16.58%,2.37,1.92,0.47,0.63,61.89%,23.81%,17.55%,-0.07%,-0.87%,-3.99%,4.71%,22.28%,20.28%,0.34,1.26,1.09%,1.11%,-1.53%,1.36%,4.39%,-3.80%,5.59%,-5.24%,27.55%,48.66,0.53%,-0.32%,2.90,537.72,1.27,102.44,0.21%,274751,10/23/2012 4:30:00 PM
55,"BDX","Becton, Dickinson and Company","Healthcare","Medical Instruments & Supplies","USA",15417.23,14.69,13.21,1.91,1.99,3.64,7.04,20.02,2.33%,32.46%,5.26,8.34%,9.14%,10.81%,7.71%,5.74%,5.53%,1.47%,199.55,198.78,0.11%,-4.36%,80.19%,0.04%,4.21%,8.20,10.35%,23.50%,12.38%,2.80,2.14,0.89,0.99,51.35%,20.47%,14.49%,0.04%,-2.71%,3.04%,1.90%,8.07%,4.63%,0.60,0.88,1.12%,0.97%,-1.66%,-0.14%,1.74%,-3.26%,3.58%,-3.26%,11.34%,44.02,-0.23%,0.00%,2.80,1019.93,0.58,77.08,-0.23%,236588,11/7/2012 8:30:00 AM
56,"BEAM","Beam, Inc.","Consumer Goods","Beverages - Wineries & Distillers","USA",9074.60,49.83,21.70,4.30,3.87,2.10,83.02,39.84,1.43%,65.78%,1.15,-57.89%,10.46%,-30.75%,11.60%,-22.97%,58.90%,4.40%,158.37,157.77,0.04%,18.74%,79.16%,0.06%,0.53%,1.27,1.79%,3.56%,2.08%,2.70,0.87,0.51,0.58,58.06%,11.57%,8.05%,-2.13%,-1.34%,-8.55%,1.92%,23.54%,13.04%,1.52,0.84,1.55%,1.45%,-0.91%,-2.34%,-0.34%,-6.82%,1.92%,-10.06%,24.65%,44.69,0.58%,-0.45%,2.70,651.28,0.72,57.37,0.12%,187865,8/2/2012 8:30:00 AM
57,"BEN","Franklin Resources Inc.","Financial","Asset Management","USA",27925.01,15.43,13.40,1.72,3.92,3.19,4.36,38.28,0.82%,12.37%,8.51,36.32%,9.87%,12.16%,8.96%,7.17%,-6.41%,-3.75%,212.60,136.50,32.47%,-0.04%,50.91%,0.07%,1.54%,3.16,13.20%,21.17%,15.10%,5.30,,0.19,0.22,,36.13%,24.83%,2.15%,4.06%,16.18%,6.88%,37.97%,37.68%,1.50,2.15,1.87%,1.59%,4.98%,8.85%,15.55%,1.01%,16.40%,1.01%,50.56%,73.28,1.05%,0.29%,2.40,663.45,0.83,133.11,1.34%,220897,10/25/2012 8:30:00 AM
58,"BF-B","Brown-Forman Corporation","Consumer Goods","Beverages - Wineries & Distillers","USA",14265.50,26.54,22.67,2.29,5.19,6.72,,,,,2.52,11.80%,11.30%,7.36%,11.60%,,24.90%,4.40%,213.30,135.37,,,,,1.28%,5.14,,,,,,,,,,,1.03%,4.45%,4.11%,21.29%,41.57%,26.12%,,0.93,1.57%,1.28%,2.29%,4.58%,14.18%,-1.22%,11.38%,-1.22%,42.33%,65.11,-1.02%,1.33%,3.00,336.88,0.47,67.08,0.30%,62831,3/8/2011 8:00:00 AM
59,"BHI","Baker Hughes Incorporated","Basic Materials","Oil & Gas Equipment & Services","USA",20035.15,10.90,11.23,0.79,0.94,1.21,25.30,,1.32%,14.25%,4.18,93.14%,11.85%,-11.25%,13.72%,17.05%,29.29%,12.34%,439.56,438.19,0.36%,-4.81%,92.36%,-0.29%,3.44%,3.47,7.41%,11.67%,8.72%,2.47,1.57,0.23,0.30,22.02%,12.09%,8.67%,1.58%,-9.02%,9.28%,11.06%,-13.64%,-5.38%,1.56,1.02,1.93%,2.08%,0.95%,-1.67%,1.99%,-10.26%,5.88%,-25.18%,23.74%,50.10,0.97%,-0.61%,2.50,4347.24,1.16,45.74,0.35%,2022715,10/19/2012 8:30:00 AM
60,"BIG","Big Lots Inc.","Services","Discount, Variety Stores","USA",1839.81,10.99,9.68,0.97,0.35,2.64,29.83,12.10,,0.00%,2.81,5.41%,12.72%,24.30%,11.35%,1.87%,-27.95%,4.36%,59.56,58.44,0.40%,33.66%,,-0.23%,9.28%,4.02,10.94%,24.14%,17.06%,1.73,0.31,0.35,0.35,39.58%,5.78%,3.42%,2.73%,-2.68%,-20.71%,-31.42%,-11.92%,-18.19%,0.94,0.67,1.93%,2.23%,2.81%,-4.41%,-19.38%,-26.25%,7.17%,-34.00%,7.17%,46.57,0.66%,0.23%,2.50,1349.89,0.24,31.17,0.89%,130557,8/23/2012 8:30:00 AM
61,"BIIB","Biogen Idec Inc.","Healthcare","Biotechnology","USA",36220.64,27.76,20.82,1.95,6.77,5.88,25.76,22.70,,0.00%,5.52,27.93%,14.64%,52.12%,14.24%,13.48%,36.73%,17.57%,236.35,236.13,0.10%,-0.89%,94.63%,0.21%,0.79%,2.00,15.11%,21.91%,17.55%,2.00,1.75,0.10,0.17,89.99%,33.02%,25.12%,2.59%,-0.75%,5.72%,21.11%,51.09%,39.25%,0.83,2.87,2.21%,1.93%,1.97%,3.37%,15.12%,-1.81%,8.14%,-1.81%,55.77%,62.03,0.84%,-0.12%,2.20,936.40,0.70,154.34,0.71%,261901,10/25/2012 8:30:00 AM
62,"BK","The Bank of New York Mellon Corporation","Financial","Asset Management","USA",27831.43,12.80,9.90,1.06,7.65,0.81,6.15,68.89,2.21%,28.58%,1.84,-3.70%,16.67%,-0.15%,12.07%,-0.83%,-34.30%,-1.35%,1181.30,1177.98,0.05%,-4.83%,81.11%,0.07%,1.32%,2.53,0.71%,6.53%,,,,0.57,0.92,,21.44%,15.65%,0.90%,-0.63%,9.33%,3.29%,31.40%,20.51%,0.89,0.43,1.80%,1.70%,6.87%,8.07%,12.45%,3.22%,13.52%,1.07%,42.29%,69.35,1.65%,3.10%,2.50,6119.63,2.46,24.69,4.80%,6040078,10/19/2012
63,"BLK","BlackRock, Inc.","Financial","Asset Management","USA",32870.51,15.19,12.87,1.21,3.68,1.33,9.03,18.79,3.16%,37.12%,12.51,17.26%,11.99%,26.17%,12.50%,34.05%,-3.94%,-5.03%,173.03,158.06,22.07%,-2.50%,83.20%,0.06%,1.03%,2.46,1.25%,9.24%,1.27%,,,0.25,0.31,89.38%,36.16%,25.62%,0.52%,3.97%,9.45%,-1.36%,30.29%,9.30%,1.49,3.59,1.84%,1.77%,3.60%,5.79%,4.99%,-1.20%,10.95%,-7.79%,33.83%,64.08,-0.95%,0.80%,2.30,660.99,1.76,189.68,-0.15%,466797,10/17/2012 8:30:00 AM
64,"BLL","Ball Corporation","Consumer Goods","Packaging & Containers","USA",6559.00,15.70,12.69,1.66,0.76,5.58,53.11,14.92,0.94%,12.24%,2.70,-10.50%,9.51%,11.01%,9.48%,5.44%,4.74%,-0.58%,154.73,152.65,1.09%,-7.66%,77.72%,-0.13%,2.77%,5.65,5.90%,31.86%,7.97%,1.33,0.78,2.52,2.95,17.41%,9.35%,5.22%,0.31%,-1.76%,2.37%,-1.00%,27.87%,19.58%,0.68,0.56,1.29%,1.30%,1.82%,1.73%,5.46%,-1.62%,5.74%,-1.62%,32.54%,58.50,1.36%,0.26%,2.10,748.54,0.58,43.08,1.63%,175066,10/25/2012 8:30:00 AM
65,"BMC","BMC Software Inc.","Technology","Application Software","USA",6700.51,19.82,11.15,2.06,3.08,4.92,4.18,11.32,,0.00%,2.12,-7.16%,8.02%,17.71%,9.62%,6.57%,-37.67%,0.40%,159.46,158.90,1.03%,4.45%,95.32%,1.09%,1.36%,1.50,7.90%,23.98%,11.11%,1.53,,0.60,0.62,72.99%,23.12%,16.53%,-1.01%,-2.26%,3.50%,3.75%,9.23%,28.19%,0.54,0.86,1.79%,2.12%,-2.77%,-2.16%,2.96%,-8.16%,2.50%,-9.56%,30.71%,40.34,-0.10%,-1.55%,2.10,1442.08,0.83,41.33,-1.64%,481960,10/31/2012 4:30:00 PM
66,"BMS","Bemis Company, Inc.","Consumer Goods","Packaging & Containers","USA",3391.72,20.92,14.53,3.23,0.65,2.15,26.66,13.75,3.05%,63.73%,1.57,-5.96%,11.33%,0.89%,6.48%,7.90%,-20.46%,-4.20%,103.28,102.30,0.56%,1.76%,80.81%,0.24%,3.93%,4.94,3.76%,9.40%,4.49%,2.32,1.39,0.98,0.99,17.28%,6.30%,3.15%,3.24%,6.04%,8.10%,5.12%,12.12%,11.85%,0.69,0.39,1.37%,1.13%,4.10%,6.71%,7.13%,0.52%,11.87%,0.29%,25.46%,72.99,0.61%,0.00%,3.20,813.90,0.43,33.04,0.61%,141022,10/25/2012 8:30:00 AM
67,"BMY","Bristol-Myers Squibb Company","Healthcare","Drug Manufacturers - Major","USA",57304.95,16.41,18.25,12.34,2.80,3.56,11.38,27.89,3.98%,64.50%,2.08,20.47%,-2.60%,28.37%,1.33%,5.56%,-27.45%,-18.24%,1679.02,1676.71,0.14%,-6.37%,69.03%,-0.45%,2.27%,3.48,15.36%,21.96%,19.66%,1.58,1.36,0.32,0.34,74.03%,31.77%,23.79%,2.71%,4.25%,-4.48%,3.68%,9.43%,0.74%,0.44,0.53,1.86%,1.52%,2.72%,4.90%,4.58%,-3.57%,10.52%,-4.18%,18.58%,69.63,0.15%,0.41%,2.50,10956.22,0.49,34.32,0.56%,2142754,10/24/2012
68,"BRCM","Broadcom Corp.","Technology","Semiconductor - Integrated Circuits","USA",19145.75,25.00,11.16,1.62,2.53,2.68,10.82,14.34,1.17%,26.94%,1.37,-17.11%,4.78%,20.64%,15.47%,15.04%,-11.27%,9.74%,559.00,505.45,0.65%,-7.39%,84.09%,-0.15%,1.28%,0.88,8.71%,11.87%,10.04%,2.53,2.13,0.17,0.17,49.93%,9.91%,10.19%,3.22%,-5.10%,12.07%,-6.52%,-7.18%,17.66%,1.31,0.77,2.18%,2.20%,0.25%,-1.53%,-0.49%,-6.95%,5.81%,-12.67%,25.88%,50.26,1.12%,-0.58%,2.00,7377.05,0.54,34.43,0.53%,1605942,10/23/2012 4:30:00 PM
69,"BRK-B","Berkshire Hathaway Inc.","Financial","Property & Casualty Insurance","USA",149.28,0.01,,,0.00,0.00,,,,,7054.51,,,,,,-9.00%,0.70%,1.66,1.27,,,,,,,,,,,,,,,,,0.75%,1.59%,5.82%,12.78%,23.38%,17.86%,,0.99,1.10%,1.07%,1.58%,3.91%,9.95%,-0.32%,7.74%,-0.32%,24.70%,64.49,0.52%,0.08%,,3888.64,0.61,90.47,0.60%,950264,5/10/2010 8:30:00 AM
